root_id,flow,super_class,class,sub_class,cell_type,hemibrain_type,hemilineage,side,nerve
720575940609806712,intrinsic,central,,,CB2932,,SLPad1_posterior,right,
720575940606335410,intrinsic,central,,,CB3270,,SMPpv1,left,
720575940647328900,intrinsic,central,MBON,,,MBON10,EBa1,right,
720575940630677754,intrinsic,central,,,CB3005,,SLPal3_and_SLPal4_dorsal,right,
720575940622125644,intrinsic,central,,,SMP495b,SMP495,CLp1,right,
720575940643365924,intrinsic,central,,,CB1251,,SMPad3,right,
720575940614204414,intrinsic,central,,,,LHPV7a2,putative_primary,right,
720575940624642492,intrinsic,central,Kenyon_Cell,,KCapbp-m,KCab-m,MBp4,right,
720575940614714299,intrinsic,central,,,CB2636,,FLAa3,right,
720575940651290358,intrinsic,central,CX,tangential,CB.FB1I1,,LALv1_dorsal,right,
720575940637803379,intrinsic,central,,,,"PLP026,PLP027",WEDa2,right,
720575940631945047,intrinsic,central,,,SMP193b,SMP193,DL1_dorsal,right,
720575940622518197,intrinsic,central,,,CRE095a,CRE095,DM1_antero_dorsal,right,
720575940625720201,intrinsic,central,,,CB1808,,SMPp&v1_posterior,left,
720575940638944334,intrinsic,central,,,CB1782,,LHp2,right,
720575940632737081,intrinsic,central,,,,SMP178,DL1_dorsal,left,
720575940610347474,intrinsic,central,,,CB1837,SIP011,SIPa1_ventral,right,
720575940615612066,intrinsic,central,CX,tangential,"CB.FB3,4A9",FB4Y,DM6__prim,right,
720575940610704078,intrinsic,central,CX,columnar,,"FS1A,FS1B",DM4_CX_d3,left,
720575940634835903,intrinsic,central,,,,CRE015,CREa2_ventral,right,
720575940626101262,intrinsic,central,,,,SIP003_a,AOTUv4_dorsal,left,
720575940634057884,intrinsic,central,,,,LAL154,putative_primary,left,
720575940643063063,intrinsic,central,,,,"SIP078,SIP080",DM6_dorso_lateral,left,
720575940616913339,intrinsic,central,CX,tangential,CB.FB8C2,"FB7F,FB8F",SIPp1,right,
720575940625389058,intrinsic,visual_projection,,,LTe35,hb-852751415,SLPpl2,right,
720575940624049300,intrinsic,central,,,CB1046,,DM4_ventral,right,
720575940616274619,efferent,descending,,,DNpe026,CL202,putative_primary,right,CV
720575940615453438,intrinsic,central,,,,CL303,SMPpv2_ventral,left,
720575940624694503,intrinsic,central,MBON,,,MBON03,putative_primary,left,
720575940610718131,intrinsic,central,,,,CL170,CLp1,right,
720575940620450694,intrinsic,central,,,CB2532,,LHa1,left,
720575940627469315,intrinsic,central,,,,LHAV3c1,SLPpl3,right,
720575940639812661,intrinsic,central,,,,SMP057,SMPad2,right,
720575940611724714,intrinsic,central,,,,"SIP014,SIP016",VLPd&p1_dorsal,right,
720575940611866744,intrinsic,central,,,CB1369,,LB5,right,
720575940607496405,intrinsic,central,,,CB2876,,SLPpm3,right,
720575940646225006,efferent,endocrine,pars_lateralis,,,DNES3,putative_primary,left,NCC
720575940638964824,intrinsic,central,,,,SMP565,VLPl&p1_posterior,left,
720575940629450106,intrinsic,central,,,,LHPV9b1,putative_primary,right,
720575940605997513,intrinsic,central,Kenyon_Cell,,KCab,KCab-s,MBp3,right,
720575940626524056,intrinsic,central,,,,ATL003,SIPa1_dorsal,right,
720575940624860599,intrinsic,central,,,CB0950,,SMPad3,left,
720575940619931483,intrinsic,central,,,,SMP375,DM4_dorsal,right,
720575940632469964,intrinsic,central,,,,LAL190,DM6_central2,right,
720575940626232153,intrinsic,central,,,,SMP594,putative_primary,right,
720575940624882190,intrinsic,central,,,,SMP362,SMPpd1,right,
720575940614087377,intrinsic,central,,,CB1640,,VLPl&d1_dorsal,right,
720575940623035742,intrinsic,central,,,CB1709,,SLPpl1,right,
720575940623356651,intrinsic,central,,,,SMP447,SMPp&v1_posterior,right,
720575940652427254,intrinsic,central,,,CB2555,,LHp2,right,
720575940620454384,intrinsic,central,,,CB3365,,DM1_antero_dorsal,right,
720575940639040675,intrinsic,central,,,CB1919,,FLAa2,left,
720575940625328842,intrinsic,central,CX,tangential,CB.FB8E1,"FB8A,FB8H",DL1_dorsal,right,
720575940610318450,intrinsic,central,,,CB2515,,DM3_dorso_lateral,right,
720575940618165393,intrinsic,central,,,CB0580,,putative_primary,left,
720575940610179790,intrinsic,central,,,,,FLAa3,right,
720575940617647429,intrinsic,central,,,,SMP262,SMPpv2_dorsal,right,
