root_id,flow,super_class,class,sub_class,cell_type,hemibrain_type,hemilineage,side,nerve
720575940622861326,afferent,ascending,AN,SA_VTV_pro_meso_meta,SA_VTV_2,,,right,CV
720575940623318247,afferent,sensory,mechanosensory,eye_bristle,BM_InOm,,,left,MxLbN
720575940629972983,afferent,ascending,AN,AN_GNG,AN_GNG_175,,,left,CV
720575940613327085,intrinsic,central,,,,SAD074,VESa1,right,
720575940612438514,intrinsic,central,,,CB0867,,putative_primary,right,
720575940655398817,intrinsic,visual_centrifugal,,,cM19,PVLP046,VLPa2,right,
720575940629321734,afferent,ascending,AN,,,,,right,CV
720575940648191876,intrinsic,central,,,CB0787,,putative_primary,right,
720575940615756774,intrinsic,central,,,CB3560,,LALv1_ventral,right,
720575940630607756,afferent,sensory,mechanosensory,eye_bristle,BM_InOm,,,left,MxLbN
720575940631371295,intrinsic,central,,,,LAL019,putative_primary,left,
720575940644697652,intrinsic,central,,,CB3742,,MX3,left,
720575940627909379,intrinsic,central,,,,PS031,,right,
720575940628029180,intrinsic,central,,,CB0225,,MD3,right,
720575940615297681,afferent,ascending,AN,AN_AVLP,AN_AVLP_13,,,right,CV
720575940612612757,intrinsic,central,,,CB0080,,LALv1_ventral,right,
720575940632089887,intrinsic,visual_centrifugal,,,cL01,,MX7,left,
720575940610200217,afferent,ascending,AN,AN_GNG,AN_GNG_8,,,left,CV
720575940627556868,intrinsic,central,,,CB0665,hb-916158794,,left,
720575940637078591,afferent,sensory,mechanosensory,taste_peg,TPMN,,,left,MxLbN
720575940626520305,intrinsic,central,,,,PS209,VLPp2,left,
720575940620606600,afferent,ascending,AN,,,,,right,CV
720575940627125842,afferent,ascending,AN,AN_multi,AN_multi_29,,,right,CV
720575940632164772,afferent,sensory,mechanosensory,head_bristle,BM_Taste,,,right,MxLbN
720575940614186449,efferent,descending,,,DNg44,,MX12__prim,left,CV
720575940626678524,intrinsic,central,,,CB2351,,LB3,left,
720575940640850317,intrinsic,central,,,CB3802,,MX3,left,
720575940638228131,afferent,sensory,mechanosensory,eye_bristle,BM_InOm,,,left,MxLbN
720575940634583694,efferent,descending,,,DNge110,,LB7,right,CV
720575940626784137,intrinsic,central,,,CB0989,,MD3,right,
720575940637410394,intrinsic,central,,,CB3245,,WEDa1,left,
720575940616224117,afferent,sensory,mechanosensory,head_bristle,BM_Vib,,,right,MxLbN
720575940621586854,efferent,motor,,,CB0762,,putative_primary,left,MxLbN
720575940634261172,intrinsic,central,,,,"CL121,CL122",PSa1,right,
720575940623264807,afferent,sensory,mechanosensory,eye_bristle,BM_InOm,,,left,MxLbN
720575940615062568,intrinsic,central,,,CB2367,,FLAa2,left,
720575940619201403,intrinsic,central,,,CB0980,,MD3,left,
720575940617895051,intrinsic,central,,,CB0959,,,right,
720575940630794767,afferent,sensory,mechanosensory,eye_bristle,BM_InOm,,,right,MxLbN
720575940611164770,intrinsic,central,,,CB0226,,putative_primary,right,
720575940624208201,afferent,ascending,AN,AN_GNG,AN_GNG_138,,,right,CV
720575940624555559,afferent,sensory,mechanosensory,eye_bristle,BM_InOm,,,right,MxLbN
720575940649081465,intrinsic,central,,,CB2134,,,right,
720575940632868051,efferent,descending,,,DNbe001,PS103,putative_primary,left,CV
720575940630201401,intrinsic,central,,,CB3371,,MD3,right,
720575940621181004,intrinsic,central,mAL,,mAL,"mAL1,mAL2A,mAL2B,mAL3A,mAL3B,mAL4,mAL5A,mAL5B,mAL6",CREa1_ventral,left,
720575940633193543,intrinsic,central,,,CB1394,,DM1_antero_ventral,left,
720575940625087546,afferent,sensory,mechanosensory,,JO-FDA,,,left,AN
720575940629477675,efferent,descending,,,DNge079,,putative_primary,left,CV
720575940627847752,efferent,descending,,,DNge080,,putative_primary,left,CV
720575940614935859,intrinsic,central,,,CB3235,,MX7,left,
720575940629510338,afferent,sensory,gustatory,sugar/water,LB3,,,right,MxLbN
720575940623164685,efferent,descending,,,DNge003,,putative_primary,left,CV
720575940626006200,intrinsic,central,,,CB0757,,putative_primary,left,
720575940608432760,intrinsic,central,,,CB1942,,WEDa1,left,
720575940616183483,afferent,sensory,mechanosensory,taste_peg,TPMN,,,left,MxLbN
720575940622072299,afferent,ascending,AN,AN_GNG,AN_GNG_175,,,left,CV
720575940628869136,intrinsic,central,,,CB2408,,DM6_central1,left,
720575940604425644,afferent,sensory,mechanosensory,head_bristle,BM_Hau,,,left,MxLbN
720575940629387902,afferent,sensory,mechanosensory,taste_peg,TPMN,,,right,MxLbN
720575940625489764,afferent,sensory,mechanosensory,,JO-E,,,right,AN
720575940641058523,afferent,sensory,mechanosensory,,,,,right,MxLbN
720575940614780219,afferent,ascending,AN,AN_GNG,AN_GNG_175,,,right,CV
720575940626667663,intrinsic,central,,,CB2265,,TRdl_b,right,
720575940611567918,intrinsic,central,,,,PS214,putative_primary,left,
720575940620541099,efferent,descending,,,DNge054,,putative_primary,left,CV
720575940629000783,intrinsic,central,,,CB0416,,putative_primary,left,
720575940620820493,intrinsic,central,,,CB1891,,VESa2,left,
720575940614776262,intrinsic,central,,,CB1583,,LB3,left,
720575940633143833,afferent,sensory,gustatory,sugar/water,LB3,,,left,MxLbN
720575940626394114,afferent,ascending,AN,AN_multi,AN_multi_69,,,right,CV
720575940622932164,intrinsic,central,,,CB2043,,FLAa1,right,
720575940617618137,afferent,ascending,AN,AN_GNG,AN_GNG_175,,,right,CV
720575940616101789,intrinsic,central,,,,WED069,putative_primary,right,
720575940622137633,efferent,motor,,,CB0769,,putative_primary,left,PhN
720575940616747830,intrinsic,central,mAL,,mAL,"mAL1,mAL2A,mAL2B,mAL3A,mAL3B,mAL4,mAL5A,mAL5B,mAL6",CREa1_ventral,right,
720575940637763135,intrinsic,central,,,CB0062,,putative_primary,right,
720575940611934706,intrinsic,central,,,,CL333,DM6_central2,left,
720575940621665886,afferent,sensory,mechanosensory,eye_bristle,BM_InOm,,,right,MxLbN
